source,target,weight
22041,1387,4
1005,1210,4
331,1244,1
46,1025,18
79,506,1
826,1397,1
1429,6574,8
2553,29,2
1775,19,1
46,4333,4
5,4554,5
1041,18935,1
29,418,2
46,336,1
995,1164,1
762,991,4
3522,1025,1
1408,800,7
1146,1084,1
86,820,1
398,4093,3
583,1049,2
2457,5,2
379,17250,1
62,410,2
9254,31,1
1084,4032,5
18,33,2
1420,698,2
3368,331,3
985,294,1
1390,276,10
3008,22,3
415,1175,5
10155,5,2
641,873,3
130,13562,17
79,2,7
630,368,6
897,410,1
621,150,1
16087,1159,1
631,317,2
209,237,3
2919,800,4
60,257,1
10948,800,1
738,1158,4
1082,1164,1
10663,410,1
5,1047,9
290,826,2
416,1390,5
862,496,1
9690,416,1
704,458,3
704,1627,1
1081,1147,2
355,1045,2
709,398,1
720,40,2
873,1032,4
252,4333,4
1084,609,2
162,131,5
1387,4271,2
19,416,5
405,1028,6
826,641,4
24,1205,1
430,5587,7
2296,331,8
1050,681,2
1049,416,2
1158,3911,6
19,862,12
12,4554,3
1082,9202,1
506,3508,5
244,2580,3
2403,1025,2
1005,11997,1
609,281,1
30929,1420,1
358,1035,2
130,4083,24
22294,862,2
337,703,1
1061,4,1
354,46,1
720,512,3
1160,417,1
260,1387,1
720,164,1
3368,33,1
10,82,7
24,4529,1
398,131,3
683,506,1
749,2250,3
209,1050,2
862,4554,9
2251,2655,2
11422,714,4
33,1306,1
506,36,5
2331,5,9
22196,1038,1
19,1038,10
1103,862,5
129,533,2
430,1103,7
33,52,1
18,434,3
1390,749,6
1234,347,1
29,991,1
415,595,8
762,990,5
13562,46,7
800,33734,5
12,1429,5
4083,506,11
762,31,3
11959,2296,1
332,862,16
415,6450,1
18938,506,4
9249,1420,2
1533,681,16
1386,506,3
3688,1071,5
66,30,2
4153,276,1
337,148,3
1047,410,3
57,72,1
31,3688,7
332,4326,2
895,1147,1
164,1089,4
281,132,5
41,35,6
417,1081,3
130,410,8
2722,6643,1
371,1071,3
244,273,3
506,6195,5
1123,3884,2
355,971,1
762,358,2
30,113,1
762,2832,1
11,2793,4
1035,289,6
873,1148,1
989,31367,1
472,16795,5
10686,1627,2
2581,276,1
506,520,3
4103,862,30
3709,1532,4
931,350,7
1104,506,4
16795,7971,5
202,405,1
40,527,1
209,405,1
22251,2251,1
1078,355,3
5,2790,2
162,3911,2
288,79,1
6918,162,1
12405,3368,1
2969,60,1
366,3705,1
82,78,1
641,1060,1
631,989,9
352,1237,1
410,430,14
1532,410,4
358,3820,1
2441,862,2
105,86,4
244,3161,1
1027,1035,1
677,148,4
416,1387,15
289,3166,1
175,631,1
52,60,3
221,416,1
5,614,1
990,1020,5
993,142,2
281,1020,7
36,13,1
1010,16795,6
12,1387,13
244,27,2
1027,1071,1
150,159,1
7968,1158,1
543,2454,4
618,10004,3
4333,46,5
2125,800,1
1386,11008,1
27,33,5
72,27,1
273,2125,2
355,2805,2
26969,410,1
42,5560,1
23826,2643,1
1039,873,5
1071,3205,2
16,18,2
410,380,5
2581,46,3
27,965,1
