source,target,weight
18,41,1
458,649,1
873,2804,1
940,5648,1
130,2721,1
1210,4114,1
630,1450,1
1032,991,1
1132,34888,1
995,1090,1
162,520,2
940,2448,2
1082,10004,1
379,603,1
1386,1253,1
379,2844,1
5,862,2
862,11282,1
38,108,1
13,142,2
800,1390,1
430,1047,1
1210,839,1
1038,6574,2
800,5,1
12,839,3
162,1158,1
18720,1423,1
252,24898,1
5,2239,1
12,9352,1
46,2921,1
46,2655,3
1049,940,2
512,367,1
418,244,2
1038,410,1
1627,1103,1
1038,26789,2
368,2420,1
162,2439,1
630,4032,2
42,349,1
1025,4171,1
371,29,1
1084,1244,1
8970,607,1
4644,44,1
1041,33,1
332,5585,1
2722,3037,1
1071,1039,1
209,276,1
148,1148,2
410,839,2
1020,350,1
46,312,2
276,10670,1
800,130,1
2311,667,1
714,16196,1
631,368,1
458,2655,1
1032,3537,1
46,2919,4
82,3205,1
405,703,3
985,1049,1
931,1150,1
5,1025,3
6574,2239,1
41,2,1
6195,862,3
371,931,1
989,603,1
800,14888,1
29,2454,3
46,4271,2
1387,22041,2
2720,337,1
410,4102,1
1084,6600,1
1039,2578,1
862,380,1
4,57,1
5,510,2
506,607,1
1387,276,2
252,38290,1
1050,150,1
336,24,1
368,331,1
5,4083,1
405,22,2
1386,4558,1
148,677,1
368,171,2
630,6593,1
430,5621,2
130,1160,1
621,142,2
398,1038,1
252,1010,1
289,677,2
25,238,1
1387,4361,1
6692,862,1
6574,19,2
399,3709,1
162,667,2
1159,7882,2
252,4333,2
1084,4032,1
6195,1103,1
405,989,2
82,10,3
430,2239,1
368,3709,1
82,8,1
22878,40,1
897,2855,1
1158,1081,1
398,1105,1
873,677,3
13,2420,1
148,543,2
533,122,1
337,3054,1
512,1220,2
800,4553,1
595,192,1
11,603,2
13,130,1
273,10868,1
1050,1531,3
46,415,1
11,991,1
60,71,1
276,607,2
1159,3161,2
1003,1181,1
1390,1385,1
543,1423,1
11,990,1
368,1416,1
1041,281,1
1071,1123,2
6414,13,1
46,4333,1
398,332,2
252,1210,1
1049,1533,1
16795,1010,1
1385,19,1
399,703,2
130,4172,2
398,380,11
1290,1175,1
631,232,1
1274,164,1
237,596,1
631,800,1
800,24898,1
1025,4150,1
11,1132,1
16795,4102,1
458,1429,1
398,2331,4
631,989,1
