source,target,weight
641,2288,2
3,3899,1
416,1038,3
630,16795,3
4032,3368,1
366,1050,6
39,472,1
434,31,1
630,336,1
1162,42,1
2793,289,1
331,12405,1
46,408,1
265,14171,1
9477,16795,1
30444,855,1
332,252,5
3911,1162,2
321,79,1
26883,252,1
1210,43396,1
3057,162,1
496,167,1
1123,989,1
1028,512,1
9250,6574,1
991,631,2
130,2239,1
80,24,2
1062,79,1
1123,164,1
641,1533,1
984,603,2
127,4795,1
4333,430,1
631,714,1
44,122,2
244,282,1
281,3820,1
82,206,1
416,16,1
506,2921,3
1123,990,2
750,180,1
798,148,1
8174,897,1
687,985,2
46,1038,5
46,1162,1
1385,276,1
141,618,1
216,641,1
5648,2296,1
11831,252,1
630,1108,2
1181,2288,2
2296,1826,1
621,2448,1
903,543,1
504,430,2
1386,410,2
1025,3037,1
40,897,1
11177,1110,1
132,631,2
814,82,1
631,352,1
1047,458,1
31,337,1
82,281,1
3037,252,4
1039,985,2
1038,1105,1
1304,543,1
10482,4,1
40,210,1
855,583,2
2698,1084,1
39,11141,1
410,932,1
972,148,4
677,164,2
368,585,1
630,368,3
940,208,1
9902,1162,1
2867,13,1
167,44,1
164,239,1
1164,826,1
1071,405,2
367,527,1
4083,12,4
11,358,1
839,358,1
1025,4562,1
749,800,3
131,29,1
1210,10262,1
28643,29,1
603,289,2
234,1025,1
2250,46,4
408,19,1
86,16,1
430,1038,3
648,331,1
6195,1025,1
31,244,2
399,984,2
9439,430,1
130,410,2
13,10948,1
583,36,1
855,1161,1
417,3029,1
12469,862,1
7084,985,1
22,985,2
6692,5,1
1175,595,1
124,273,1
2351,1390,1
3015,762,1
603,762,1
631,472,1
1092,1237,1
332,12,7
2323,410,1
750,667,2
506,6195,2
630,418,3
2921,1038,2
2296,1050,2
6182,1108,1
1029,1010,1
4159,6195,1
65,195,1
862,22203,1
358,2804,1
458,410,1
289,180,2
2963,1132,1
990,331,1
3057,237,1
465,762,1
1003,3216,1
368,252,1
618,347,1
667,1082,3
455,3,1
1237,148,3
130,4271,1
273,1020,2
862,430,2
1533,13,1
618,989,1
1826,1084,1
504,16,1
720,13,3
931,762,2
750,618,2
3911,290,1
368,2464,1
1095,162,4
31,989,2
416,1388,2
2796,1032,1
44,15,1
27221,347,1
1388,1408,1
6266,6195,3
417,2671,1
65,42,1
988,512,1
281,350,1
826,2524,1
61,273,3
504,1005,1
4102,862,5
12602,80,1
31,142,1
3302,1075,1
204,506,1
1162,1158,2
60,851,1
603,1003,1
368,294,1
1084,430,3
252,410,3
12460,3,1
8304,1627,1
13,114,1
1005,130,2
39,15541,1
1390,1025,1
4361,398,1
252,1104,1
417,22859,1
5543,506,1
1237,820,1
4083,862,2
418,281,2
1041,1411,1
39,19627,1
2410,1003,2
27,252,1
276,210,1
164,337,1
27514,1038,1
9916,1020,1
642,631,1
506,1020,1
157,3368,1
2790,252,4
1010,986,1
332,862,6
969,1162,2
13,281,2
984,162,1
5358,31,1
2967,417,1
60,18,4
704,862,3
1627,6414,1
238,405,1
399,289,3
1035,631,1
6574,430,1
533,31,1
290,11,1
4171,800,1
4090,749,1
405,631,2
288,1038,1
331,621,1
336,164,1
13562,2722,1
969,172,1
150,131,2
2619,800,1
3161,618,1
281,6068,1
2619,458,1
1408,332,2
415,417,1
472,1050,1
3536,379,1
415,3911,1
4326,1387,2
1132,989,1
1108,237,1
3524,750,2
14847,862,1
127,18,2
1082,618,3
79,142,1
1035,1003,2
1088,31,1
1408,1038,2
1025,2419,1
543,11,1
366,418,2
368,131,2
276,1390,1
347,1147,1
1387,46,1
2448,714,2
358,31,1
1386,938,1
762,1072,1
1175,826,2
2448,1532,1
24,105,2
931,631,2
2,33,1
46,398,5
27525,46,1
164,289,2
862,5,1
19169,332,1
27563,1387,1
5615,862,1
1390,1005,1
12,839,1
380,252,4
968,3709,1
417,595,2
932,130,1
1408,1005,2
1041,2968,1
583,3610,1
984,703,2
527,12,1
1074,2288,1
4084,800,2
10,104,2
512,583,2
1210,506,3
1421,1147,1
33,3057,1
290,2067,1
2655,124,1
415,678,1
1627,2581,1
6500,162,1
1098,31,1
762,1039,1
60,17250,1
12,5,2
1096,985,5
252,130,4
331,1108,1
503,1020,1
621,1087,1
32125,46,1
66,80,1
984,1028,1
26789,6574,2
347,14837,1
82,15541,1
1160,1041,2
18,127,2
130,2407,1
1429,252,7
2455,931,2
331,418,1
416,6195,2
667,583,2
167,293,1
79,38,1
16,820,1
244,162,2
621,1532,1
2925,337,1
33,80,2
631,368,1
367,46,2
9816,800,2
13,449,1
130,631,2
862,2581,2
4171,332,1
862,3522,2
27,430,1
985,603,1
4326,398,1
703,6195,1
331,433,1
281,1032,1
826,931,1
1132,512,2
244,10867,1
13,2296,1
40,589,1
6600,1050,1
648,13243,2
4084,332,1
1039,762,1
1158,321,2
19585,1147,1
1025,800,2
25,129,2
19109,398,1
38,8,1
80,499,1
1150,3008,1
1270,11,1
31,873,1
800,1386,1
60,24,1
33,935,1
1104,410,6
1032,631,1
355,11,2
11300,1147,1
2409,44,1
377,15,1
42,82,2
40,533,1
46,130,6
6195,332,1
1005,1025,2
3539,337,1
3688,379,2
3368,630,1
11033,862,1
81,30,2
82,26,1
6574,506,5
1005,458,1
839,607,1
273,585,1
80,60,2
12,31,2
10663,410,1
1385,252,4
16795,294,3
1244,18544,1
1038,20968,1
80,3,2
252,332,1
1025,252,5
762,660,1
252,5380,2
985,164,3
6692,1627,1
430,10948,2
142,130,2
531,995,1
1071,22,2
10670,416,1
641,355,1
749,2790,1
86,419,1
399,46,1
9669,416,1
252,1071,1
4772,5,1
289,866,1
16795,1237,1
897,1049,3
2,6195,2
750,1108,2
142,985,1
142,368,1
1132,1010,1
995,819,1
506,510,1
1049,630,2
631,418,1
985,15,1
7124,1416,1
82,2696,1
969,11,1
379,405,1
630,13,2
4,53,1
1210,130,1
3709,367,2
42,39,1
667,720,1
9715,800,1
510,1025,1
237,1050,2
102,41,1
273,1230,1
940,2867,1
1082,1420,1
150,13,1
1421,1158,1
22177,24,1
964,618,1
1150,358,3
1423,995,3
1081,413,1
11422,714,2
1032,931,1
1423,1158,1
1408,800,2
1195,543,1
13,79,1
22,1003,3
1290,618,1
4718,6574,2
1082,609,1
252,1025,5
422,1423,1
985,418,2
1627,672,1
10031,862,1
82,6614,1
506,1049,2
10,44,3
506,180,1
5,631,4
1164,583,2
2655,12,1
40,2410,1
4035,367,2
17194,16795,1
2462,583,2
347,625,2
698,984,2
2253,862,1
4084,12,1
862,3037,1
371,3008,1
11961,6574,3
1245,714,1
1049,2407,1
80,35,1
41,167,2
990,355,1
4053,171,1
17053,82,1
466,1003,1
1390,9826,1
1045,1039,1
141,13,1
762,1045,1
1103,1386,1
1038,276,1
405,29,2
13,366,1
3368,1050,2
3,15,2
6195,1387,2
430,130,3
2,24,2
7679,65,1
1038,130,6
12,32013,1
1390,800,1
1095,2553,1
252,458,1
897,294,3
416,130,3
383,405,1
750,379,1
1423,157,1
150,130,1
358,1219,1
4102,1388,1
58,410,1
1627,3522,1
1123,2805,1
168,2,1
1158,415,1
383,167,1
991,180,2
273,162,3
333,368,1
206,42,1
8512,1147,1
641,405,1
2,60,3
1074,543,1
7052,1533,1
969,895,1
1387,209,1
895,969,1
29,164,2
3911,347,2
164,141,1
46,169,2
3696,1039,2
46,932,1
1084,3368,1
2790,46,1
347,3057,1
7198,800,1
27613,130,1
862,1105,1
3302,669,1
418,630,1
33,114,1
430,26722,1
79,3,2
3709,1444,1
4083,6574,3
3234,533,2
130,5724,1
371,11,1
405,1039,2
1387,257,1
520,506,1
4331,130,1
21241,862,1
332,410,6
969,5,1
820,969,1
367,142,1
20,281,1
873,1028,1
347,1041,1
2581,506,1
24384,410,1
3508,940,2
1041,2462,1
276,380,1
14,273,1
19,458,3
22057,130,4
1159,84,1
1423,1041,2
2578,931,1
1003,405,2
1420,1041,2
677,703,1
1247,543,1
714,398,1
458,496,1
8023,641,1
252,4361,2
738,1080,1
1237,289,2
28,39,1
1095,609,1
15817,3709,1
148,1072,1
1020,31,1
873,1020,1
273,289,1
31,683,2
10,72,1
987,405,1
12,4083,1
1160,273,1
332,46,3
5,232,1
931,281,2
1162,1420,2
22,358,2
337,984,1
1049,114,2
398,22,1
8373,252,1
39,3899,1
873,148,2
127,82,2
180,1038,1
630,86,1
368,29,1
42,317,1
931,1302,1
506,18938,1
324,25,1
2722,1038,2
738,1017,1
209,583,1
581,347,1
2995,13,1
5,12,4
3884,379,1
383,148,1
1075,368,1
4255,1408,1
30200,417,2
3911,20035,1
418,3709,2
148,244,1
940,171,2
3705,2296,1
5174,130,1
1084,2677,1
171,3896,1
1307,862,1
630,367,1
130,416,3
618,40,2
1416,162,1
12,27,1
631,1082,1
13,897,2
3166,1158,1
19,1408,1
79,76,1
321,1041,1
430,5621,2
1123,405,1
6692,252,4
1071,3008,1
862,46,4
2288,289,1
19396,82,1
618,1081,2
800,458,3
4333,12,2
1462,42,1
329,749,1
11008,1386,1
12,2655,1
398,416,2
69,72,1
1008,33,1
1388,4102,1
430,416,4
171,1049,1
355,3008,4
11,430,1
1132,631,1
940,237,1
2969,290,1
30,24,2
65,6890,1
862,9528,1
34499,130,1
1095,667,1
131,368,1
2619,40,1
72,1290,1
1408,2921,1
142,1531,1
1098,1181,1
969,1421,1
2793,1020,1
800,430,4
4326,130,10
6089,430,1
2150,2,1
1025,7169,1
244,114,1
862,2921,3
10247,1147,1
6574,458,2
873,352,1
159,1108,1
610,641,1
2,18,1
8505,839,1
19176,130,1
3135,290,1
1008,167,1
60,150,1
1627,4096,1
4,122,1
2352,44,1
4146,276,1
